analysis_group	gene	age_week	sample_id	sort_day	sort_type_labels_in_group	subtype_labels_in_group	n_cells	n_detecting_cells	detection_rate	summed_raw_counts	raw_library_sum	CPM	log2CPM1	replicate_caution
cTEC	Lox	52	sort_day_3	3	cTEC;mTEClo	Intertypical TEC;Mature cTEC	12	5	0.4166666666666667	154.0	9578836.0	16.07710999541072	4.093991939396813	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Lox	52	sort_day_4	4	gmTEC	Mature cTEC	1	0	0.0	0.0	2467610.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Lox	52	sort_day_5	5	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC;Proliferating TEC;sTEC	75	15	0.2	1565.0	68995698.0	22.68257362944571	4.565753964734454	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	1	sort_day_1	1	cTEC;mTEClo	Mature cTEC;Perinatal cTEC	4	2	0.5	2914.0	10544815.0	276.3443455385419	8.1155345020537	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	1	sort_day_2	2	cTEC;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	52	48	0.9230769230769231	17976.0	120386287.0	149.31933235884247	7.23188675395024	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	1	sort_day_3	3	cTEC;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	36	31	0.8611111111111112	13903.0	69064293.0	201.30518095653278	7.660389456999571	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	1	sort_day_4	4	cTEC;gmTEC	Mature cTEC;Perinatal cTEC;Proliferating TEC	18	17	0.9444444444444444	7366.0	31876677.0	231.07803865503297	7.858466197926658	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	1	sort_day_5	5	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	31	31	1.0	15079.0	53449960.0	282.1143364747139	8.145240996726908	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	4	sort_day_1	1	cTEC	Intertypical TEC;Mature cTEC;Post-Aire mTEC;sTEC	9	8	0.8888888888888888	3506.0	9279745.0	377.81210582833904	8.56533862601777	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	4	sort_day_2	2	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;nTEC	44	40	0.9090909090909091	17715.0	83479820.0	212.20697409266097	7.736110819824614	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	4	sort_day_3	3	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC;Tuft-like mTEC;nTEC	30	26	0.8666666666666667	5618.0	33421245.0	168.0966702467248	7.401704441090722	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	4	sort_day_4	4	cTEC;gmTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	46	38	0.8260869565217391	18756.0	84141720.0	222.90963388910993	7.806772792395947	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	4	sort_day_5	5	cTEC	Intertypical TEC;Mature cTEC;Mature mTEC;Proliferating TEC;Tuft-like mTEC;sTEC	46	41	0.8913043478260869	18658.0	46468564.0	401.51875577648576	8.652912198431288	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	16	sort_day_1	1	cTEC;mTEClo	Mature cTEC	2	2	1.0	1695.0	7197668.0	235.49294021341356	7.8856533066539	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	16	sort_day_2	2	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;nTEC	47	39	0.8297872340425532	11331.0	69296512.0	163.51472351162496	7.362072895842564	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	16	sort_day_3	3	cTEC	Intertypical TEC;Mature cTEC;Tuft-like mTEC	7	4	0.5714285714285714	1774.0	12790525.0	138.6964178561865	7.126151216911693	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	16	sort_day_4	4	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	5	4	0.8	2362.0	11250541.0	209.94545951168038	7.7207262244261825	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	16	sort_day_5	5	cTEC;mTEClo	Intertypical TEC;Mature cTEC	20	18	0.9	2062.0	16748741.0	123.11373135449405	6.9555189270088436	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	32	sort_day_1	1	cTEC;mTEClo	Intertypical TEC;Mature cTEC	11	7	0.6363636363636364	3048.0	31048121.0	98.17019200614426	6.631834643854466	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	32	sort_day_2	2	cTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC	26	19	0.7307692307692307	2647.0	27819821.0	95.1479881915847	6.587184765698619	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	32	sort_day_3	3	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	38	34	0.8947368421052632	4729.0	31589499.0	149.70164610714465	7.235551365288061	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	32	sort_day_4	4	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC;Tuft-like mTEC	17	12	0.7058823529411765	4330.0	40945218.0	105.75105498278212	6.7381065173339065	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	32	sort_day_5	5	cTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;sTEC	52	46	0.8846153846153846	15705.0	56603039.0	277.45860076523456	8.12131904369434	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	52	sort_day_1	1	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	13	10	0.7692307692307693	1480.0	16066102.0	92.1194201306577	6.541010169271561	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	52	sort_day_2	2	cTEC;mTEClo	Intertypical TEC;Mature cTEC	23	21	0.9130434782608695	3022.0	19160105.0	157.72356153580577	7.310372493044089	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	52	sort_day_3	3	cTEC;mTEClo	Intertypical TEC;Mature cTEC	12	11	0.9166666666666666	1441.0	9578836.0	150.4358149570574	7.242562636514512	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	52	sort_day_4	4	gmTEC	Mature cTEC	1	1	1.0	898.0	2467610.0	363.91488120083807	8.511416174889755	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl1	52	sort_day_5	5	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC;Proliferating TEC;sTEC	75	59	0.7866666666666666	14600.0	68995698.0	211.6073961596852	7.7320479758125895	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	1	sort_day_1	1	cTEC;mTEClo	Mature cTEC;Perinatal cTEC	4	0	0.0	0.0	10544815.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	1	sort_day_2	2	cTEC;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	52	27	0.5192307692307693	1189.0	120386287.0	9.876540174380493	3.4431478033990666	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	1	sort_day_3	3	cTEC;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	36	4	0.1111111111111111	90.0	69064293.0	1.3031335888720383	1.2035980943325342	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	1	sort_day_4	4	cTEC;gmTEC	Mature cTEC;Perinatal cTEC;Proliferating TEC	18	4	0.2222222222222222	135.0	31876677.0	4.235071303072148	2.3882091871824516	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	1	sort_day_5	5	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	31	6	0.1935483870967742	210.0	53449960.0	3.928908459426349	2.301268187266395	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	4	sort_day_1	1	cTEC	Intertypical TEC;Mature cTEC;Post-Aire mTEC;sTEC	9	2	0.2222222222222222	75.0	9279745.0	8.082118635803031	3.1830288821891175	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	4	sort_day_2	2	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;nTEC	44	12	0.2727272727272727	682.0	83479820.0	8.169639081636737	3.1968649502456263	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	4	sort_day_3	3	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC;Tuft-like mTEC;nTEC	30	8	0.26666666666666666	282.0	33421245.0	8.437746708717764	3.2384424527864364	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	4	sort_day_4	4	cTEC;gmTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	46	10	0.21739130434782608	437.0	84141720.0	5.193618575897902	2.6307825396796343	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	4	sort_day_5	5	cTEC	Intertypical TEC;Mature cTEC;Mature mTEC;Proliferating TEC;Tuft-like mTEC;sTEC	46	6	0.13043478260869565	448.0	46468564.0	9.64092628298133	3.411551836487572	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	16	sort_day_1	1	cTEC;mTEClo	Mature cTEC	2	0	0.0	0.0	7197668.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	16	sort_day_2	2	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;nTEC	47	4	0.0851063829787234	244.0	69296512.0	3.5211007445800444	2.176674065873361	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	16	sort_day_3	3	cTEC	Intertypical TEC;Mature cTEC;Tuft-like mTEC	7	0	0.0	0.0	12790525.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	16	sort_day_4	4	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	5	1	0.2	69.0	11250541.0	6.133038402331052	2.834516740658405	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	16	sort_day_5	5	cTEC;mTEClo	Intertypical TEC;Mature cTEC	20	1	0.05	1.0	16748741.0	0.05970598028830943	0.08366403873198892	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	32	sort_day_1	1	cTEC;mTEClo	Intertypical TEC;Mature cTEC	11	2	0.18181818181818182	41.0	31048121.0	1.3205307979829117	1.2144548450204358	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	32	sort_day_2	2	cTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC	26	0	0.0	0.0	27819821.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	32	sort_day_3	3	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	38	2	0.05263157894736842	9.0	31589499.0	0.2849048033335381	0.3616614762704093	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	32	sort_day_4	4	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC;Tuft-like mTEC	17	2	0.11764705882352941	47.0	40945218.0	1.1478751926537551	1.1029101645659853	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	32	sort_day_5	5	cTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;sTEC	52	0	0.0	0.0	56603039.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	52	sort_day_1	1	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	13	1	0.07692307692307693	19.0	16066102.0	1.182614177353038	1.1260571263827432	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	52	sort_day_2	2	cTEC;mTEClo	Intertypical TEC;Mature cTEC	23	0	0.0	0.0	19160105.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	52	sort_day_3	3	cTEC;mTEClo	Intertypical TEC;Mature cTEC	12	0	0.0	0.0	9578836.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	52	sort_day_4	4	gmTEC	Mature cTEC	1	0	0.0	0.0	2467610.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl2	52	sort_day_5	5	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC;Proliferating TEC;sTEC	75	1	0.013333333333333334	16.0	68995698.0	0.23189851633938102	0.30088341187343176	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	1	sort_day_1	1	cTEC;mTEClo	Mature cTEC;Perinatal cTEC	4	1	0.25	104.0	10544815.0	9.862667102267798	3.441306465322554	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	1	sort_day_2	2	cTEC;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	52	21	0.40384615384615385	3130.0	120386287.0	25.99963897881492	4.754868211535486	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	1	sort_day_3	3	cTEC;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	36	12	0.3333333333333333	1773.0	69064293.0	25.67173170077916	4.737239591880485	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	1	sort_day_4	4	cTEC;gmTEC	Mature cTEC;Perinatal cTEC;Proliferating TEC	18	8	0.4444444444444444	849.0	31876677.0	26.633892861542627	4.7883669077231925	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	1	sort_day_5	5	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	31	15	0.4838709677419355	1594.0	53449960.0	29.822286115836196	4.945901966657736	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	4	sort_day_1	1	cTEC	Intertypical TEC;Mature cTEC;Post-Aire mTEC;sTEC	9	0	0.0	0.0	9279745.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	4	sort_day_2	2	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;nTEC	44	10	0.22727272727272727	974.0	83479820.0	11.667490418642494	3.6630588325315405	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	4	sort_day_3	3	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC;Tuft-like mTEC;nTEC	30	8	0.26666666666666666	874.0	33421245.0	26.15103057950115	4.762935054748215	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	4	sort_day_4	4	cTEC;gmTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	46	14	0.30434782608695654	2059.0	84141720.0	24.470619331290116	4.6707621348024855	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	4	sort_day_5	5	cTEC	Intertypical TEC;Mature cTEC;Mature mTEC;Proliferating TEC;Tuft-like mTEC;sTEC	46	9	0.1956521739130435	1940.0	46468564.0	41.74865399326737	5.41780709014182	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	16	sort_day_1	1	cTEC;mTEClo	Mature cTEC	2	0	0.0	0.0	7197668.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	16	sort_day_2	2	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;nTEC	47	12	0.2553191489361702	2602.0	69296512.0	37.54878744834949	5.268613575786025	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	16	sort_day_3	3	cTEC	Intertypical TEC;Mature cTEC;Tuft-like mTEC	7	0	0.0	0.0	12790525.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	16	sort_day_4	4	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	5	2	0.4	1350.0	11250541.0	119.99422961082493	6.918794434709659	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	16	sort_day_5	5	cTEC;mTEClo	Intertypical TEC;Mature cTEC	20	2	0.1	75.0	16748741.0	4.477948521623207	2.453635708550069	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	32	sort_day_1	1	cTEC;mTEClo	Intertypical TEC;Mature cTEC	11	3	0.2727272727272727	1528.0	31048121.0	49.213928276046076	5.650015687502903	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	32	sort_day_2	2	cTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC	26	6	0.23076923076923078	1386.0	27819821.0	49.82059374141912	5.667341325508797	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	32	sort_day_3	3	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	38	14	0.3684210526315789	1331.0	31589499.0	42.134254804104366	5.430762126796161	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	32	sort_day_4	4	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC;Tuft-like mTEC	17	5	0.29411764705882354	1327.0	40945218.0	32.409157035139	5.062171676585477	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	32	sort_day_5	5	cTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;sTEC	52	9	0.17307692307692307	1488.0	56603039.0	26.288341161328812	4.770212791768984	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	52	sort_day_1	1	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	13	1	0.07692307692307693	309.0	16066102.0	19.23304109484678	4.338641273049466	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	52	sort_day_2	2	cTEC;mTEClo	Intertypical TEC;Mature cTEC	23	6	0.2608695652173913	1814.0	19160105.0	94.6758903461124	6.580083516356721	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	52	sort_day_3	3	cTEC;mTEClo	Intertypical TEC;Mature cTEC	12	4	0.3333333333333333	344.0	9578836.0	35.91250544429407	5.206037759032382	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	52	sort_day_4	4	gmTEC	Mature cTEC	1	0	0.0	0.0	2467610.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl3	52	sort_day_5	5	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC;Proliferating TEC;sTEC	75	13	0.17333333333333334	2239.0	68995698.0	32.451298630242135	5.0639903144549425	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	1	sort_day_1	1	cTEC;mTEClo	Mature cTEC;Perinatal cTEC	4	2	0.5	1385.0	10544815.0	131.34417246770096	7.048150859583126	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	1	sort_day_2	2	cTEC;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	52	40	0.7692307692307693	4928.0	120386287.0	40.93489485226834	5.390079333536587	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	1	sort_day_3	3	cTEC;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	36	21	0.5833333333333334	3562.0	69064293.0	51.575131595135566	5.716308650903131	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	1	sort_day_4	4	cTEC;gmTEC	Mature cTEC;Perinatal cTEC;Proliferating TEC	18	11	0.6111111111111112	1042.0	31876677.0	32.688476280008736	5.074183272145259	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	1	sort_day_5	5	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC	31	26	0.8387096774193549	2489.0	53449960.0	46.56691978815326	5.571886701011081	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	4	sort_day_1	1	cTEC	Intertypical TEC;Mature cTEC;Post-Aire mTEC;sTEC	9	4	0.4444444444444444	692.0	9279745.0	74.57101461300931	6.239761087368785	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	4	sort_day_2	2	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;nTEC	44	37	0.8409090909090909	5180.0	83479820.0	62.05092440304735	5.978445617255542	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	4	sort_day_3	3	cTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Proliferating TEC;Tuft-like mTEC;nTEC	30	21	0.7	2391.0	33421245.0	71.54132049838358	6.180731102383726	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	4	sort_day_4	4	cTEC;gmTEC	Intertypical TEC;Mature cTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	46	25	0.5434782608695652	3505.0	84141720.0	41.65591100348317	5.414673770417335	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	4	sort_day_5	5	cTEC	Intertypical TEC;Mature cTEC;Mature mTEC;Proliferating TEC;Tuft-like mTEC;sTEC	46	19	0.41304347826086957	1558.0	46468564.0	33.528042743046676	5.109696650771925	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	16	sort_day_1	1	cTEC;mTEClo	Mature cTEC	2	2	1.0	389.0	7197668.0	54.04528244425833	5.782547020422457	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	16	sort_day_2	2	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;nTEC	47	34	0.723404255319149	4094.0	69296512.0	59.079452657011075	5.908799764387138	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	16	sort_day_3	3	cTEC	Intertypical TEC;Mature cTEC;Tuft-like mTEC	7	4	0.5714285714285714	2023.0	12790525.0	158.163953395189	7.3143698287569086	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	16	sort_day_4	4	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	5	2	0.4	380.0	11250541.0	33.77615352008406	5.120026464438609	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	16	sort_day_5	5	cTEC;mTEClo	Intertypical TEC;Mature cTEC	20	10	0.5	1639.0	16748741.0	97.85810169253915	6.627287298501866	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	32	sort_day_1	1	cTEC;mTEClo	Intertypical TEC;Mature cTEC	11	5	0.45454545454545453	573.0	31048121.0	18.455223103517277	4.282085619453718	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	32	sort_day_2	2	cTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC	26	16	0.6153846153846154	1951.0	27819821.0	70.12985453788505	6.152383308088408	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	32	sort_day_3	3	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	38	24	0.631578947368421	1705.0	31589499.0	53.97363218707584	5.780667898351928	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	32	sort_day_4	4	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC;Tuft-like mTEC	17	12	0.7058823529411765	680.0	40945218.0	16.607555978820287	4.138122764309944	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	32	sort_day_5	5	cTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Perinatal cTEC;sTEC	52	23	0.4423076923076923	3775.0	56603039.0	66.69253218011846	6.080924779781165	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	52	sort_day_1	1	cTEC;gmTEC;mTEClo	Intertypical TEC;Mature cTEC	13	5	0.38461538461538464	598.0	16066102.0	37.221225160900886	5.256302118760739	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
cTEC	Loxl4	52	sort_day_2	2	cTEC;mTEClo	Intertypical TEC;Mature cTEC	23	7	0.30434782608695654	944.0	19160105.0	49.269041062144495	5.651598263171009	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
